Wavelength (nm),Exp.
437.4,0.269993
437.2,0.273599
437.0,0.277128
436.8,0.280689
436.6,0.284337
436.4,0.288117
436.2,0.291879
436.0,0.295399
435.8,0.298966
435.6,0.30254
435.4,0.306153
435.2,0.309734
435.0,0.313271
434.8,0.316749
434.6,0.320244
434.4,0.323785
434.2,0.327304
434.0,0.330824
433.8,0.334439
433.6,0.338064
433.4,0.341645
433.2,0.345331
433.0,0.348889
432.8,0.352506
432.6,0.356207
432.4,0.359718
432.2,0.36313
432.0,0.366566
431.8,0.370061
431.6,0.373564
431.4,0.377086
431.2,0.380532
431.0,0.383926
430.8,0.387186
430.6,0.390412
430.4,0.39364
430.2,0.397156
430.0,0.4003
429.8,0.403219
429.6,0.406167
429.4,0.409033
429.2,0.411914
429.0,0.414894
428.8,0.417831
428.6,0.420568
428.4,0.423298
428.2,0.426075
428.0,0.428749
427.8,0.431297
427.6,0.433738
427.4,0.436322
427.2,0.438933
427.0,0.441543
426.8,0.443779
426.6,0.446248
426.4,0.44874
426.2,0.451124
426.0,0.453502
425.8,0.455912
425.6,0.458261
425.4,0.460519
425.2,0.462699
425.0,0.464827
424.8,0.46696
424.6,0.469149
424.4,0.471296
424.2,0.473262
424.0,0.475112
423.8,0.477003
423.6,0.478869
423.4,0.480711
423.2,0.482432
423.0,0.484043
422.8,0.485614
422.6,0.487103
422.4,0.488524
422.2,0.49
422.0,0.491601
421.8,0.493204
421.6,0.494634
421.4,0.495915
421.2,0.497175
421.0,0.498568
420.8,0.500103
420.6,0.501588
420.4,0.503068
420.2,0.504486
420.0,0.505891
419.8,0.507358
419.6,0.508875
419.4,0.510425
419.2,0.512013
419.0,0.513483
418.8,0.514991
418.6,0.516207
418.4,0.517532
418.2,0.518776
418.0,0.519854
417.8,0.520815
417.6,0.521639
417.4,0.52248
417.2,0.52338
417.0,0.524077
416.8,0.524724
416.6,0.525284
416.4,0.525821
416.2,0.52645
416.0,0.527029
415.8,0.527506
415.6,0.52807
415.4,0.528534
415.2,0.529027
415.0,0.529686
414.8,0.530115
414.6,0.530578
414.4,0.531117
414.2,0.531641
414.0,0.532047
413.8,0.532408
413.6,0.532856
413.4,0.533431
413.2,0.534162
413.0,0.534876
412.8,0.535318
412.6,0.535782
412.4,0.536275
412.2,0.536692
412.0,0.537121
411.8,0.537607
411.6,0.537909
411.4,0.538434
411.2,0.538862
411.0,0.539249
410.8,0.539629
410.6,0.539975
410.4,0.540316
410.2,0.540645
410.0,0.540803
409.8,0.540784
409.6,0.540717
409.4,0.540787
409.2,0.540862
409.0,0.540897
408.8,0.540894
408.6,0.540845
408.4,0.54079
408.2,0.540832
408.0,0.540722
407.8,0.540592
407.6,0.540415
407.4,0.540173
407.2,0.539926
407.0,0.539672
406.8,0.539344
406.6,0.538937
406.4,0.538477
406.2,0.538022
406.0,0.537956
405.8,0.537818
405.6,0.5374
405.4,0.537036
405.2,0.53663
405.0,0.536191
404.8,0.535543
404.6,0.534896
404.4,0.534267
404.2,0.533721
404.0,0.533115
403.8,0.532467
403.6,0.531727
403.4,0.530966
403.2,0.530226
403.0,0.529563
402.8,0.528941
402.6,0.527938
402.4,0.526847
402.2,0.525998
402.0,0.525053
401.8,0.524108
401.6,0.523119
401.4,0.522112
401.2,0.521151
401.0,0.520201
400.8,0.519317
400.6,0.517974
400.4,0.516532
400.2,0.515107
400.0,0.513712
399.8,0.512268
399.6,0.510725
399.4,0.509106
399.2,0.507499
399.0,0.506001
398.8,0.504496
398.6,0.502971
398.4,0.501419
398.2,0.499825
398.0,0.498418
397.8,0.497042
397.6,0.495601
397.4,0.494026
397.2,0.492781
397.0,0.491344
396.8,0.489857
396.6,0.488473
396.4,0.487092
396.2,0.485603
396.0,0.484266
395.8,0.482853
395.6,0.481725
395.4,0.480472
395.2,0.479158
395.0,0.477727
394.8,0.476409
394.6,0.47506
394.4,0.473607
394.2,0.47218
394.0,0.470538
393.8,0.468718
393.6,0.467064
393.4,0.465415
393.2,0.463687
393.0,0.462078
392.8,0.460621
392.6,0.458921
392.4,0.457153
392.2,0.455217
392.0,0.453267
391.8,0.451497
391.6,0.449764
391.4,0.447934
391.2,0.445933
391.0,0.444034
390.8,0.442066
390.6,0.440328
390.4,0.438551
390.2,0.436761
390.0,0.435018
389.8,0.433226
389.6,0.431337
389.4,0.4295
389.2,0.427762
389.0,0.4261
388.8,0.424077
388.6,0.422175
388.4,0.420188
388.2,0.418271
388.0,0.416424
387.8,0.414449
387.6,0.412511
387.4,0.410597
387.2,0.408626
387.0,0.406708
386.8,0.404729
386.6,0.402673
386.4,0.400643
386.2,0.398648
386.0,0.396539
385.8,0.394389
385.6,0.392235
385.4,0.390278
385.2,0.388304
385.0,0.386397
384.8,0.384389
384.6,0.382286
384.4,0.38029
384.2,0.378309
384.0,0.376364
383.8,0.374282
383.6,0.372179
383.4,0.37016
383.2,0.368132
383.0,0.366121
382.8,0.364073
382.6,0.361988
382.4,0.359894
382.2,0.357805
382.0,0.355768
381.8,0.353703
381.6,0.351607
381.4,0.349525
381.2,0.347512
381.0,0.345554
380.8,0.343529
380.6,0.341488
380.4,0.339609
380.2,0.33773
380.0,0.335815
379.8,0.333949
379.6,0.332058
379.4,0.330295
379.2,0.328364
379.0,0.326545
378.8,0.32475
378.6,0.322901
378.4,0.321143
378.2,0.31935
378.0,0.317414
377.8,0.31558
377.6,0.313745
377.4,0.311965
377.2,0.310119
377.0,0.308116
376.8,0.306118
376.6,0.304087
376.4,0.302172
376.2,0.300406
376.0,0.298469
375.8,0.296628
375.6,0.29465
375.4,0.292699
375.2,0.290811
375.0,0.288934
374.8,0.286954
374.6,0.285114
374.4,0.283108
374.2,0.281136
374.0,0.279314
373.8,0.277661
373.6,0.27612
373.4,0.274345
373.2,0.272599
373.0,0.270854
372.8,0.269075
372.6,0.267275
372.4,0.265564
372.2,0.263894
372.0,0.262215
371.8,0.260606
371.6,0.258929
371.4,0.257403
371.2,0.255938
371.0,0.254443
370.8,0.252866
370.6,0.251221
370.4,0.249466
370.2,0.247685
370.0,0.246105
369.8,0.244585
369.6,0.243
369.4,0.241358
369.2,0.239812
369.0,0.238397
368.8,0.236994
368.6,0.235505
368.4,0.23397
368.2,0.232449
368.0,0.230784
367.8,0.229394
367.6,0.227953
367.4,0.226547
367.2,0.225145
367.0,0.223671
366.8,0.222176
366.6,0.220815
366.4,0.219741
366.2,0.218564
366.0,0.217349
365.8,0.216071
365.6,0.214702
365.4,0.213434
365.2,0.212303
365.0,0.211115
364.8,0.209889
364.6,0.208742
364.4,0.207333
364.2,0.206129
364.0,0.205113
363.8,0.204087
363.6,0.202998
363.4,0.202068
363.2,0.200855
363.0,0.19951
362.8,0.198383
362.6,0.1974
362.4,0.196445
362.2,0.195614
362.0,0.194752
361.8,0.193797
361.6,0.192906
361.4,0.192019
361.2,0.191144
361.0,0.190324
360.8,0.1895
360.6,0.188788
